areaCode,areaName,areaType,date,hospitalCases,newAdmissions,newCasesByPublishDate
K02000001,United Kingdom,overview,2022-09-15,5729,,
K02000001,United Kingdom,overview,2022-09-14,5705,,
K02000001,United Kingdom,overview,2022-09-13,5792,,
K02000001,United Kingdom,overview,2022-09-12,5849,,
K02000001,United Kingdom,overview,2022-09-11,5911,544,
K02000001,United Kingdom,overview,2022-09-10,5878,453,
K02000001,United Kingdom,overview,2022-09-09,6046,490,
K02000001,United Kingdom,overview,2022-09-08,6169,589,
K02000001,United Kingdom,overview,2022-09-07,6230,610,
K02000001,United Kingdom,overview,2022-09-06,6415,635,
K02000001,United Kingdom,overview,2022-09-05,6526,618,
K02000001,United Kingdom,overview,2022-09-04,6534,538,
K02000001,United Kingdom,overview,2022-09-03,6495,502,
K02000001,United Kingdom,overview,2022-09-02,6674,548,
K02000001,United Kingdom,overview,2022-09-01,6925,614,
K02000001,United Kingdom,overview,2022-08-31,7019,650,
K02000001,United Kingdom,overview,2022-08-30,7124,676,
K02000001,United Kingdom,overview,2022-08-29,7133,676,
K02000001,United Kingdom,overview,2022-08-28,7076,603,
K02000001,United Kingdom,overview,2022-08-27,7153,530,
K02000001,United Kingdom,overview,2022-08-26,7212,583,
K02000001,United Kingdom,overview,2022-08-25,7717,746,
K02000001,United Kingdom,overview,2022-08-24,7805,732,
K02000001,United Kingdom,overview,2022-08-23,7995,798,
K02000001,United Kingdom,overview,2022-08-22,8467,753,
K02000001,United Kingdom,overview,2022-08-21,8374,677,
K02000001,United Kingdom,overview,2022-08-20,8450,649,
K02000001,United Kingdom,overview,2022-08-19,8771,741,
K02000001,United Kingdom,overview,2022-08-18,9183,774,
K02000001,United Kingdom,overview,2022-08-17,9323,869,
K02000001,United Kingdom,overview,2022-08-16,9718,911,
K02000001,United Kingdom,overview,2022-08-15,10007,987,
K02000001,United Kingdom,overview,2022-08-14,10028,844,
K02000001,United Kingdom,overview,2022-08-13,9876,844,
K02000001,United Kingdom,overview,2022-08-12,9944,875,
K02000001,United Kingdom,overview,2022-08-11,10227,1017,
K02000001,United Kingdom,overview,2022-08-10,10417,1131,
K02000001,United Kingdom,overview,2022-08-09,10571,1094,
K02000001,United Kingdom,overview,2022-08-08,10907,1091,
K02000001,United Kingdom,overview,2022-08-07,10824,990,
K02000001,United Kingdom,overview,2022-08-06,10881,853,
K02000001,United Kingdom,overview,2022-08-05,11289,1031,
K02000001,United Kingdom,overview,2022-08-04,11729,1135,
K02000001,United Kingdom,overview,2022-08-03,12121,1195,
K02000001,United Kingdom,overview,2022-08-02,12533,1207,
K02000001,United Kingdom,overview,2022-08-01,12847,1264,
K02000001,United Kingdom,overview,2022-07-31,12892,1248,
K02000001,United Kingdom,overview,2022-07-30,13020,1048,
K02000001,United Kingdom,overview,2022-07-29,13719,1151,
K02000001,United Kingdom,overview,2022-07-28,14081,1332,
K02000001,United Kingdom,overview,2022-07-27,14638,1373,
K02000001,United Kingdom,overview,2022-07-26,14942,1473,
K02000001,United Kingdom,overview,2022-07-25,15384,1523,
K02000001,United Kingdom,overview,2022-07-24,15456,1448,
K02000001,United Kingdom,overview,2022-07-23,15377,1315,
K02000001,United Kingdom,overview,2022-07-22,16215,1428,
K02000001,United Kingdom,overview,2022-07-21,16485,1753,
K02000001,United Kingdom,overview,2022-07-20,16710,1951,
K02000001,United Kingdom,overview,2022-07-19,17015,2058,
K02000001,United Kingdom,overview,2022-07-18,17213,1992,
K02000001,United Kingdom,overview,2022-07-17,17090,1868,
K02000001,United Kingdom,overview,2022-07-16,16987,1550,
K02000001,United Kingdom,overview,2022-07-15,17314,1708,
K02000001,United Kingdom,overview,2022-07-14,17193,2073,
K02000001,United Kingdom,overview,2022-07-13,17101,2186,
K02000001,United Kingdom,overview,2022-07-12,16975,2220,
K02000001,United Kingdom,overview,2022-07-11,16584,2274,
K02000001,United Kingdom,overview,2022-07-10,16121,2078,
K02000001,United Kingdom,overview,2022-07-09,15622,1815,
K02000001,United Kingdom,overview,2022-07-08,15440,1941,
K02000001,United Kingdom,overview,2022-07-07,15022,2247,
K02000001,United Kingdom,overview,2022-07-06,14641,2213,
K02000001,United Kingdom,overview,2022-07-05,14156,2210,
K02000001,United Kingdom,overview,2022-07-04,13672,2189,
K02000001,United Kingdom,overview,2022-07-03,12878,1990,
K02000001,United Kingdom,overview,2022-07-02,12467,1607,
K02000001,United Kingdom,overview,2022-07-01,12149,1573,
K02000001,United Kingdom,overview,2022-06-30,11599,1876,
K02000001,United Kingdom,overview,2022-06-29,11200,1852,
K02000001,United Kingdom,overview,2022-06-28,10636,1748,
K02000001,United Kingdom,overview,2022-06-27,10289,1694,
K02000001,United Kingdom,overview,2022-06-26,9819,1483,
K02000001,United Kingdom,overview,2022-06-25,9239,1242,
K02000001,United Kingdom,overview,2022-06-24,8937,1357,
K02000001,United Kingdom,overview,2022-06-23,8502,1475,
K02000001,United Kingdom,overview,2022-06-22,8228,1374,
K02000001,United Kingdom,overview,2022-06-21,7918,1415,
K02000001,United Kingdom,overview,2022-06-20,7599,1279,
K02000001,United Kingdom,overview,2022-06-19,7211,1097,
K02000001,United Kingdom,overview,2022-06-18,6905,949,
K02000001,United Kingdom,overview,2022-06-17,6703,1040,
K02000001,United Kingdom,overview,2022-06-16,6609,1019,
K02000001,United Kingdom,overview,2022-06-15,6412,1047,
K02000001,United Kingdom,overview,2022-06-14,6225,962,
K02000001,United Kingdom,overview,2022-06-13,6100,902,
K02000001,United Kingdom,overview,2022-06-12,5824,794,
K02000001,United Kingdom,overview,2022-06-11,5645,710,
K02000001,United Kingdom,overview,2022-06-10,5638,763,
K02000001,United Kingdom,overview,2022-06-09,5437,800,
K02000001,United Kingdom,overview,2022-06-08,5409,829,
K02000001,United Kingdom,overview,2022-06-07,5417,744,
K02000001,United Kingdom,overview,2022-06-06,5382,758,
K02000001,United Kingdom,overview,2022-06-05,5189,652,
K02000001,United Kingdom,overview,2022-06-04,5033,540,
K02000001,United Kingdom,overview,2022-06-03,5067,514,
K02000001,United Kingdom,overview,2022-06-02,5050,543,
K02000001,United Kingdom,overview,2022-06-01,5020,603,
K02000001,United Kingdom,overview,2022-05-31,5259,606,
K02000001,United Kingdom,overview,2022-05-30,5294,588,
K02000001,United Kingdom,overview,2022-05-29,5207,533,
K02000001,United Kingdom,overview,2022-05-28,5252,468,
K02000001,United Kingdom,overview,2022-05-27,5440,540,
K02000001,United Kingdom,overview,2022-05-26,5689,518,
K02000001,United Kingdom,overview,2022-05-25,5817,606,
K02000001,United Kingdom,overview,2022-05-24,5962,601,
K02000001,United Kingdom,overview,2022-05-23,6331,602,
K02000001,United Kingdom,overview,2022-05-22,6343,543,
K02000001,United Kingdom,overview,2022-05-21,6388,461,
K02000001,United Kingdom,overview,2022-05-20,6606,542,6338
K02000001,United Kingdom,overview,2022-05-19,6815,662,12208
K02000001,United Kingdom,overview,2022-05-18,6965,730,7791
K02000001,United Kingdom,overview,2022-05-17,7342,680,8603
K02000001,United Kingdom,overview,2022-05-16,7687,703,22337
K02000001,United Kingdom,overview,2022-05-15,7870,640,173
K02000001,United Kingdom,overview,2022-05-14,7886,619,1082
K02000001,United Kingdom,overview,2022-05-13,8225,642,6592
K02000001,United Kingdom,overview,2022-05-12,8526,796,14564
K02000001,United Kingdom,overview,2022-05-11,8987,782,8135
K02000001,United Kingdom,overview,2022-05-10,9382,878,10413
K02000001,United Kingdom,overview,2022-05-09,9702,858,26280
K02000001,United Kingdom,overview,2022-05-08,9784,761,0
K02000001,United Kingdom,overview,2022-05-07,9839,711,0
K02000001,United Kingdom,overview,2022-05-06,10341,830,11076
K02000001,United Kingdom,overview,2022-05-05,10860,880,12487
K02000001,United Kingdom,overview,2022-05-04,11354,1013,16611
K02000001,United Kingdom,overview,2022-05-03,11694,1028,35635
K02000001,United Kingdom,overview,2022-05-02,11800,950,0
K02000001,United Kingdom,overview,2022-05-01,11800,912,0
K02000001,United Kingdom,overview,2022-04-30,12015,829,0
K02000001,United Kingdom,overview,2022-04-29,12552,1005,12421
K02000001,United Kingdom,overview,2022-04-28,13123,1080,14030
K02000001,United Kingdom,overview,2022-04-27,13754,1236,17224
K02000001,United Kingdom,overview,2022-04-26,14186,1259,16579
K02000001,United Kingdom,overview,2022-04-25,14878,1279,45077
K02000001,United Kingdom,overview,2022-04-24,15064,1191,0
K02000001,United Kingdom,overview,2022-04-23,15173,1208,0
K02000001,United Kingdom,overview,2022-04-22,15988,1370,19795
K02000001,United Kingdom,overview,2022-04-21,16523,1440,23456
K02000001,United Kingdom,overview,2022-04-20,17466,1511,26147
K02000001,United Kingdom,overview,2022-04-19,18009,1626,116227
K02000001,United Kingdom,overview,2022-04-18,17559,1668,0
K02000001,United Kingdom,overview,2022-04-17,17658,1491,0
K02000001,United Kingdom,overview,2022-04-16,17827,1451,0
K02000001,United Kingdom,overview,2022-04-15,17907,1651,0
K02000001,United Kingdom,overview,2022-04-14,18608,1903,32608
K02000001,United Kingdom,overview,2022-04-13,19131,2120,35926
K02000001,United Kingdom,overview,2022-04-12,19889,2247,37819
K02000001,United Kingdom,overview,2022-04-11,20191,2117,91201
K02000001,United Kingdom,overview,2022-04-10,19753,1995,0
K02000001,United Kingdom,overview,2022-04-09,19610,1906,0
K02000001,United Kingdom,overview,2022-04-08,20184,2002,41384
K02000001,United Kingdom,overview,2022-04-07,20466,2267,47126
K02000001,United Kingdom,overview,2022-04-06,20560,2441,51253
K02000001,United Kingdom,overview,2022-04-05,20539,2595,50202
K02000001,United Kingdom,overview,2022-04-04,20555,2458,143382
K02000001,United Kingdom,overview,2022-04-03,20101,2305,0
K02000001,United Kingdom,overview,2022-04-02,19745,2084,0
K02000001,United Kingdom,overview,2022-04-01,20088,2149,69811
K02000001,United Kingdom,overview,2022-03-31,19752,2429,74720
K02000001,United Kingdom,overview,2022-03-30,19704,2689,87188
K02000001,United Kingdom,overview,2022-03-29,19564,2562,80830
